Scenario,Percentile,Year,SLR,Return_Period,Exceedance_Probability,Total.Loss,Total.Count,Total.Exposed_Value,Exposed_Population,Buildings.Loss,Buildings.Count,Buildings.Exposed_Value,Crops.Loss,Crops.Count,Crops.Exposed_Value,Infrastructure.Loss,Infrastructure.Count,Infrastructure.Exposed_Value,Infrastructure_Exposed_km,Infrastructure_Exposed_sqkm,CropType.Cassava.Loss,CropType.Cassava.Count,CropType.Cassava.Exposed_Value,CropType.Coconut.Loss,CropType.Coconut.Count,CropType.Coconut.Exposed_Value,CropType.Nut_Tree.Loss,CropType.Nut_Tree.Count,CropType.Nut_Tree.Exposed_Value,CropType.Palm_oil.Loss,CropType.Palm_oil.Count,CropType.Palm_oil.Exposed_Value,CropType.Papaya.Loss,CropType.Papaya.Count,CropType.Papaya.Exposed_Value,CropType.Rice.Loss,CropType.Rice.Count,CropType.Rice.Exposed_Value,CropType.Sugarcane.Loss,CropType.Sugarcane.Count,CropType.Sugarcane.Exposed_Value,CropType.Taro.Loss,CropType.Taro.Count,CropType.Taro.Exposed_Value,CropType.Unknown.Loss,CropType.Unknown.Count,CropType.Unknown.Exposed_Value,OccupancyType.Commercial.Loss,OccupancyType.Commercial.Count,OccupancyType.Commercial.Exposed_Value,OccupancyType.Commercial_Accommodation.Loss,OccupancyType.Commercial_Accommodation.Count,OccupancyType.Commercial_Accommodation.Exposed_Value,OccupancyType.Industrial.Loss,OccupancyType.Industrial.Count,OccupancyType.Industrial.Exposed_Value,OccupancyType.Infrastructure.Loss,OccupancyType.Infrastructure.Count,OccupancyType.Infrastructure.Exposed_Value,OccupancyType.Other.Loss,OccupancyType.Other.Count,OccupancyType.Other.Exposed_Value,OccupancyType.Outbuilding.Loss,OccupancyType.Outbuilding.Count,OccupancyType.Outbuilding.Exposed_Value,OccupancyType.Public.Loss,OccupancyType.Public.Count,OccupancyType.Public.Exposed_Value,OccupancyType.Residential.Loss,OccupancyType.Residential.Count,OccupancyType.Residential.Exposed_Value
ssp119 (medium confidence),95,2050,0.31,250,0.004,26181714,840,211317811,1774,8162524,310,134894028,176443,156,243990,17842748,38,76178020,13.887,0.1655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),95,2060,0.385,1,0.6321,32515,228,853941,835,0,0,0,648,19,24790,31868,3,828316,0.2174,0.0031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),95,2060,0.385,5,0.1813,1494759,419,25944336,1208,242332,44,13155341,63437,84,120024,1188990,19,12667763,3.8110999999999997,0.0553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),95,2060,0.385,10,0.0952,3197154,451,55825090,1248,433922,60,17196679,73366,90,130417,2689869,24,38496744,4.5543,0.0623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),95,2060,0.385,25,0.0392,9094842,516,66759269,1353,966627,97,25122285,90760,98,143084,8037454,30,41492547,6.013,0.0703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),95,2060,0.385,50,0.0198,12685271,591,92066329,1431,1831501,138,48129644,107616,116,171933,10746154,34,43763321,7.9113999999999995,0.0773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),95,2060,0.385,100,0.01,17255449,685,133330220,1576,3626853,194,81387691,133657,135,206426,13494939,37,51734526,10.883899999999999,0.09949999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),95,2060,0.385,250,0.004,27410102,874,221600065,1887,8952564,327,142232542,182290,161,248364,18275248,39,79117271,14.3662,0.1729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),95,2070,0.496,1,0.6321,63103,239,1644665,867,0,1,173750,2353,22,27930,60749,4,1442118,0.2444,0.0055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),95,2070,0.496,5,0.1813,1685599,440,29333857,1237,300468,53,15691804,69805,89,129011,1315326,22,13511805,4.1538,0.0589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),95,2070,0.496,10,0.0952,4496439,468,57534934,1273,537305,67,18015083,81197,96,139680,3877935,24,39378897,4.9456999999999995,0.0654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),95,2070,0.496,25,0.0392,10123211,542,69279340,1367,1190489,110,26985176,98030,108,161205,8834692,30,42131593,6.5449,0.0737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),95,2070,0.496,50,0.0198,13792005,614,97621876,1492,2200783,149,52892963,117180,122,184869,11474043,34,44542551,8.812899999999999,0.0809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),95,2070,0.496,100,0.01,18604821,720,161819949,1612,4254877,216,101718338,143678,144,221651,14206268,37,59878349,11.5482,0.1233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),95,2070,0.496,250,0.004,29369180,898,229474200,1936,10255464,345,147540696,190175,166,254902,18923540,39,81676667,14.9287,0.18030000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),95,2080,0.589,1,0.6321,92835,252,2117607,913,0,2,277688,4618,25,29549,88216,5,1809457,0.3307,0.0073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),95,2080,0.589,5,0.1813,2439696,452,52211490,1252,377501,56,16680758,75989,93,134506,1986204,24,35394974,4.413599999999999,0.062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),95,2080,0.589,10,0.0952,5931653,489,61546410,1297,637892,78,21063690,87589,99,142556,5206172,27,40338867,5.263299999999999,0.068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),95,2080,0.589,25,0.0392,10973574,565,81014354,1393,1395872,122,37931195,104108,112,164895,9473591,33,42916871,7.093,0.07619999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),95,2080,0.589,50,0.0198,14701154,642,113249782,1542,2557863,160,67226383,123944,130,197800,12019347,37,45824058,9.477099999999998,0.0844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),95,2080,0.589,100,0.01,19870203,752,175912009,1646,4865174,237,109108160,151978,149,227767,14853051,38,66574436,12.052,0.14049999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),95,2080,0.589,250,0.004,31123328,934,238939494,1960,11453670,372,154692131,195946,172,267654,19473713,39,83977748,15.5191,0.187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),95,2090,0.681,1,0.6321,128846,262,2762275,930,0,5,373339,7608,28,34833,121240,6,2353173,0.3655,0.0105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),95,2090,0.681,5,0.1813,3475783,469,56940984,1270,461635,67,17942940,82410,97,139583,2931738,24,38857191,4.6832,0.065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),95,2090,0.681,10,0.0952,7430967,512,64909827,1331,758683,93,23911744,93585,101,144640,6578701,27,40852110,5.7421999999999995,0.0698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),95,2090,0.681,25,0.0392,11858281,588,89596014,1422,1622520,134,45851015,110308,118,173445,10125451,34,43570131,7.553599999999999,0.07830000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),95,2090,0.681,50,0.0198,15671976,669,122356112,1577,2962026,177,74244694,130388,135,202346,12579564,37,47907495,10.1397,0.0906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),95,2090,0.681,100,0.01,21229214,789,189919565,1712,5548599,262,120567709,159787,155,234244,15520828,38,69115899,12.582,0.14789999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),95,2090,0.681,250,0.004,32914101,977,246108102,2071,12737880,400,160706017,201453,176,275066,19974765,39,85124947,15.992700000000001,0.1904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),95,2100,0.768,1,0.6321,172709,287,4717135,938,63,13,1716601,10114,35,39721,162531,10,2959874,0.4573,0.0135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),95,2100,0.768,5,0.1813,4663886,508,59826100,1294,551885,87,20106004,88154,104,143091,4023848,27,39575708,5.0249999999999995,0.067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),95,2100,0.768,10,0.0952,8510619,557,67019286,1363,917831,112,25493674,99082,116,153610,7493705,30,41370639,6.103,0.0716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),95,2100,0.768,25,0.0392,12738080,637,94132907,1466,1895546,153,49749513,116492,132,180711,10726042,36,44201216,8.2144,0.0804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),95,2100,0.768,50,0.0198,16684173,732,136546402,1602,3418107,218,83921468,137273,151,211791,13128791,37,52411536,10.795200000000001,0.1033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),95,2100,0.768,100,0.01,22642088,855,198968110,1763,6294284,302,126722672,167008,172,244582,16180796,38,71999093,13.1726,0.1561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),95,2100,0.768,250,0.004,34755845,1122,259209022,2166,14085143,507,172381807,207163,188,281237,20463538,46,86543811,16.6987,0.19390000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),95,2110,0.859,1,0.6321,221211,289,7148517,948,148,13,3487927,12619,36,45121,208444,10,3614522,0.5724,0.0165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),95,2110,0.859,5,0.1813,5957598,513,63121931,1344,649155,88,22675842,94053,105,146086,5214392,27,40298659,5.4152,0.0688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),95,2110,0.859,10,0.0952,9538674,560,69024782,1392,1096647,113,26917488,104799,118,165969,8337225,30,41939930,6.4551,0.0737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),95,2110,0.859,25,0.0392,13669358,641,98145511,1516,2197427,155,53084571,123050,134,188776,11348880,36,44870648,8.9827,0.0825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),95,2110,0.859,50,0.0198,17767716,739,156842248,1627,3914910,222,98782220,144717,154,224765,13708090,37,57833634,11.4886,0.1182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),95,2110,0.859,100,0.01,24153433,862,207752573,1815,7100440,306,132185342,174525,173,258112,16878468,38,75307305,13.815099999999997,0.16519999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),95,2110,0.859,250,0.004,36723686,1132,275557699,2272,15529609,513,187096132,213296,190,290385,20980784,46,88168910,17.5248,0.19770000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),95,2120,0.947,1,0.6321,270577,303,8759641,960,559,15,4406608,15287,43,52482,254729,10,4299590,0.7687,0.0198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),95,2120,0.947,5,0.1813,7319422,530,65518267,1376,764306,97,24471973,99748,111,149451,6455368,27,40895467,5.8158,0.0705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),95,2120,0.947,10,0.0952,10429876,582,74943000,1413,1283336,126,32169210,109789,122,173513,9036751,33,42598864,6.9347,0.07590000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),95,2120,0.947,25,0.0392,14569845,668,108304489,1560,2533360,169,62017066,129226,142,199203,11907259,37,46086661,9.689,0.0861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),95,2120,0.947,50,0.0198,18896829,769,170886425,1655,4450510,243,106884992,151879,156,231271,14294440,38,63768508,12.1113,0.1341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),95,2120,0.947,100,0.01,25670451,894,217147084,1866,7950424,330,138366220,181318,174,265291,17538708,38,78513707,14.395899999999997,0.1741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),95,2120,0.947,250,0.004,38773365,1183,295513094,2361,17045483,550,205518798,219428,194,295325,21508456,47,89696611,18.2854,0.2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),95,2130,1.035,1,0.6321,328154,321,10448887,986,1630,20,5052956,18304,49,61865,308218,12,5333080,1.0593000000000001,0.0247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),95,2130,1.035,5,0.1813,8611226,548,67417514,1399,913099,107,25822319,105076,114,153359,7593052,29,41440437,6.218500000000001,0.0724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),95,2130,1.035,10,0.0952,11249735,604,86805536,1450,1492199,139,43336933,114239,125,177138,9643296,33,43290015,7.5005999999999995,0.07790000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),95,2130,1.035,25,0.0392,15500610,696,121873299,1593,2928289,188,73547193,135359,147,213376,12436964,37,48111137,10.399000000000001,0.09190000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),95,2130,1.035,50,0.0198,20144863,813,181665738,1710,5069959,270,112943917,159095,166,237879,14915808,38,68482231,12.689100000000002,0.1465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),95,2130,1.035,100,0.01,27223618,931,226812296,1933,8894903,353,144946602,187894,178,268742,18140818,40,81595019,14.945,0.1816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),95,2130,1.035,250,0.004,41007604,1236,316357957,2435,18730720,593,224593384,225536,197,300400,22051349,50,91461739,19.1296,0.20589999999999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),95,2140,1.118,1,0.6321,395139,324,12793061,1000,5535,22,6137574,21447,50,66335,368154,12,6588152,1.2748000000000002,0.0307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),95,2140,1.118,5,0.1813,9540152,568,69919548,1417,1079666,117,27737222,109510,120,161956,8350977,30,42018953,6.5859000000000005,0.0744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),95,2140,1.118,10,0.0952,12063450,623,92936296,1484,1710333,147,48874972,118680,131,181280,10234437,34,43878560,8.0418,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),95,2140,1.118,25,0.0392,16437970,723,129976799,1616,3342738,205,78837297,141211,151,215727,12954017,37,50922159,11.1111,0.0997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),95,2140,1.118,50,0.0198,21406612,830,191932287,1761,5716041,281,121189398,166043,169,249736,15524529,38,70491392,13.232899999999999,0.15209999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),95,2140,1.118,100,0.01,28699444,966,238356313,2018,9854350,375,153934376,194567,185,274607,18650528,41,84145311,15.488399999999999,0.1867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),95,2140,1.118,250,0.004,43238060,1283,329290826,2471,20451052,621,235572449,230974,205,305009,22556036,51,93410897,19.9835,0.2106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),95,2150,1.203,1,0.6321,484630,330,13987181,1004,18356,23,6201016,25101,52,69575,441172,14,7715586,1.4542,0.034999999999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),95,2150,1.203,5,0.1813,10302340,579,74033553,1437,1267359,123,31159973,113696,122,175937,8921287,30,42696206,7.036899999999999,0.0766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),95,2150,1.203,10,0.0952,12948726,636,98952851,1513,1960662,155,54238131,124506,134,189949,10863558,34,44523258,8.8187,0.082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),95,2150,1.203,25,0.0392,17459761,739,145966729,1657,3815024,220,90127565,147065,152,224213,13497674,37,55613294,11.8197,0.11280000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),95,2150,1.203,50,0.0198,22762439,849,204862019,1806,6421005,294,131387583,173288,171,258240,16168146,38,73214390,13.797699999999999,0.1597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),95,2150,1.203,100,0.01,30320444,986,260152972,2069,10919833,385,173629548,202089,191,290550,19198522,43,86230805,16.132299999999997,0.19190000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119 (medium confidence),95,2150,1.203,250,0.004,45688599,1311,350317552,2587,22355143,638,255009660,236460,209,313425,23096997,51,94991880,20.596899999999998,0.21550000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp126 (low confidence),5,2020,0.012,1,0.6321,710,166,20493,620,0,0,0,12,3,1213,699,1,18660,0.0925,5.0E-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp126 (low confidence),5,2020,0.012,5,0.1813,941611,363,17107432,1092,110519,29,6960724,42770,63,84637,788320,17,10060979,2.6447,0.045899999999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp126 (low confidence),5,2020,0.012,10,0.0952,1298704,389,23745452,1126,200186,39,11666501,52442,71,98616,1046076,19,11979209,3.5267,0.0523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp126 (low confidence),5,2020,0.012,25,0.0392,3764566,443,56414633,1219,468115,61,17656366,64607,85,122023,3231845,23,38635025,4.6232,0.0618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp126 (low confidence),5,2020,0.012,50,0.0198,9142336,494,66318083,1292,970381,91,24879539,80798,91,135049,8091156,29,41302203,5.9455,0.0686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp126 (low confidence),5,2020,0.012,100,0.01,13369798,576,92764273,1393,2038765,134,48732708,101674,110,167152,11229357,34,43863020,8.0612,0.0764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp126 (low confidence),5,2020,0.012,250,0.004,21456631,748,184230893,1621,5584099,247,116724844,149684,141,224164,15722847,38,67280264,12.0752,0.13999999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp126 (low confidence),5,2030,0.028,1,0.6321,1465,178,39923,634,0,0,0,19,4,1464,1446,1,37824,0.0973,5.0E-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp126 (low confidence),5,2030,0.028,5,0.1813,963662,371,17634620,1099,115524,32,7328286,43664,64,85804,804474,18,10219432,2.6999999999999997,0.0464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp126 (low confidence),5,2030,0.028,10,0.0952,1323376,400,24048323,1137,206059,42,11832192,53253,75,101082,1064064,19,12113912,3.5663,0.052700000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp126 (low confidence),5,2030,0.028,25,0.0392,3965761,448,56560850,1222,483149,63,17697383,65714,88,123653,3416898,23,38738592,4.6844,0.0622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp126 (low confidence),5,2030,0.028,50,0.0198,9290054,505,66472156,1299,1001938,94,24934109,81856,97,139772,8206260,29,41396975,5.993199999999999,0.0689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp126 (low confidence),5,2030,0.028,100,0.01,13518571,587,93327845,1405,2093336,138,49176656,103116,111,168822,11322118,36,43980961,8.184,0.07669999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp126 (low confidence),5,2030,0.028,250,0.004,21701703,763,185740978,1629,5709822,257,117790815,151076,145,225711,15840804,38,67722823,12.164699999999998,0.1412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp126 (low confidence),5,2040,0.048,1,0.6321,2410,180,64348,654,0,0,0,28,4,1694,2382,1,62000,0.1081,5.0E-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp126 (low confidence),5,2040,0.048,5,0.1813,990843,375,18230170,1103,121779,33,7740011,44788,67,89383,824278,18,10399672,2.7689999999999997,0.0469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp126 (low confidence),5,2040,0.048,10,0.0952,1354213,402,24338176,1146,213399,42,11950543,54269,76,104266,1086547,19,12282222,3.6142999999999996,0.0533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp126 (low confidence),5,2040,0.048,25,0.0392,4217311,451,56764439,1226,501941,64,17762977,67101,89,126484,3648269,24,38873752,4.7608999999999995,0.0627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp126 (low confidence),5,2040,0.048,50,0.0198,9474715,510,66752465,1306,1041381,97,25088509,83169,98,144519,8350165,30,41518132,6.0497,0.0693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp126 (low confidence),5,2040,0.048,100,0.01,13704474,589,94213467,1414,2161547,140,49916751,104916,111,170480,11438011,36,44124821,8.3375,0.0772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp126 (low confidence),5,2040,0.048,250,0.004,22008033,768,187795544,1638,5866975,261,119297775,152814,145,226818,15988246,38,68269313,12.2911,0.1427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp126 (low confidence),5,2050,0.091,1,0.6321,4441,182,116577,692,0,0,0,45,4,2186,4395,1,113700,0.1253,5.0E-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp126 (low confidence),5,2050,0.091,5,0.1813,1049272,375,19486877,1114,135226,33,8604768,47192,67,93809,866855,18,10787186,2.9173999999999998,0.0482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp126 (low confidence),5,2050,0.091,10,0.0952,1420509,403,25616414,1163,229180,43,12861761,56442,76,109390,1134888,19,12644099,3.7175,0.0548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp126 (low confidence),5,2050,0.091,25,0.0392,4758068,452,57154906,1238,542346,64,17865626,70074,89,130848,4145646,24,39157194,4.925400000000001,0.0638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp126 (low confidence),5,2050,0.091,50,0.0198,9871703,511,67227610,1335,1126185,97,25284818,85984,98,153000,8659532,30,41788457,6.171199999999999,0.0701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp126 (low confidence),5,2050,0.091,100,0.01,14104171,591,95624607,1433,2308205,141,51014485,108786,112,174568,11687181,36,44434123,8.667499999999999,0.0781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp126 (low confidence),5,2050,0.091,250,0.004,22666637,769,191671256,1656,6204855,262,121996976,156545,145,229195,16305236,38,69443429,12.544699999999999,0.146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
