Scenario,Percentile,Year,SLR,Return_Period,Exceedance_Probability,Total.Loss,Total.Count,Total.Exposed_Value,Exposed_Population,Buildings.Loss,Buildings.Count,Buildings.Exposed_Value,Crops.Loss,Crops.Count,Crops.Exposed_Value,Infrastructure.Loss,Infrastructure.Count,Infrastructure.Exposed_Value,Infrastructure_Exposed_km,Infrastructure_Exposed_sqkm,CropType.Banana.Loss,CropType.Banana.Count,CropType.Banana.Exposed_Value,CropType.Cassava.Loss,CropType.Cassava.Count,CropType.Cassava.Exposed_Value,CropType.Coconut.Loss,CropType.Coconut.Count,CropType.Coconut.Exposed_Value,CropType.Cultivated_Land.Loss,CropType.Cultivated_Land.Count,CropType.Cultivated_Land.Exposed_Value,CropType.Mixed_Crops.Loss,CropType.Mixed_Crops.Count,CropType.Mixed_Crops.Exposed_Value,CropType.Nut_Tree.Loss,CropType.Nut_Tree.Count,CropType.Nut_Tree.Exposed_Value,CropType.Rice.Loss,CropType.Rice.Count,CropType.Rice.Exposed_Value,CropType.Sugarcane.Loss,CropType.Sugarcane.Count,CropType.Sugarcane.Exposed_Value,CropType.Unknown.Loss,CropType.Unknown.Count,CropType.Unknown.Exposed_Value,CropType.Yam.Loss,CropType.Yam.Count,CropType.Yam.Exposed_Value,OccupancyType.Commercial.Loss,OccupancyType.Commercial.Count,OccupancyType.Commercial.Exposed_Value,OccupancyType.Commercial_Accommodation.Loss,OccupancyType.Commercial_Accommodation.Count,OccupancyType.Commercial_Accommodation.Exposed_Value,OccupancyType.Industrial.Loss,OccupancyType.Industrial.Count,OccupancyType.Industrial.Exposed_Value,OccupancyType.Infrastructure.Loss,OccupancyType.Infrastructure.Count,OccupancyType.Infrastructure.Exposed_Value,OccupancyType.Other.Loss,OccupancyType.Other.Count,OccupancyType.Other.Exposed_Value,OccupancyType.Outbuilding.Loss,OccupancyType.Outbuilding.Count,OccupancyType.Outbuilding.Exposed_Value,OccupancyType.Public.Loss,OccupancyType.Public.Count,OccupancyType.Public.Exposed_Value,OccupancyType.Residential.Loss,OccupancyType.Residential.Count,OccupancyType.Residential.Exposed_Value
ssp126 (low confidence),5,2050,0.089,50,0.0198,10130019,3693,312535826,25756,4731202,1157,259898776,71203,809,398777,5327614,24,52212518,43.615899999999996,0.12799999999999997,,,,,,,67682,805,393246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37355,121,653152,313357,72,19859436,2119240,647,95600319
ssp126 (low confidence),5,2050,0.089,100,0.01,13369811,3886,337731754,26546,5967214,1246,280516027,80090,869,428486,7322504,31,56760697,48.2609,0.1325,,,,,,,76349,864,421679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47746,127,724130,389456,76,20846750,2795160,697,103114289
ssp126 (low confidence),5,2050,0.089,250,0.004,18612668,4170,367053589,27536,8253847,1386,307838350,93677,946,467908,10265144,34,58719796,55.5567,0.13599999999999998,,,,,,,89680,940,459666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64172,139,791973,508075,81,22256957,4040965,774,112626008
ssp126 (low confidence),5,2060,0.12,1,0.6321,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0
ssp126 (low confidence),5,2060,0.12,5,0.1813,4470717,3201,191194076,23507,2211001,932,170049518,48763,666,319665,2210957,19,20801386,31.273100000000003,0.1074,,,,,,,45851,663,315568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15397,100,575238,153675,62,13441083,827798,530,76309870
ssp126 (low confidence),5,2060,0.12,10,0.0952,5669743,3358,225650506,24082,2902786,997,198135201,55821,720,345447,2711135,22,27145777,35.0632,0.1155,,,,,,,52674,717,341350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21494,107,596344,197001,65,14169053,1148154,561,81921063
ssp126 (low confidence),5,2060,0.12,25,0.0392,8331632,3620,283655813,24996,3998812,1126,234180078,65648,785,378369,4267172,23,49072371,40.305699999999995,0.1247,,,,,,,62230,781,372838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31118,116,631178,265278,72,18639045,1713147,633,91510049
ssp126 (low confidence),5,2060,0.12,50,0.0198,10887635,3805,319297973,25975,5043639,1216,265968108,73777,843,405125,5770221,24,52898766,44.9916,0.1295,,,,,,,70151,838,399307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40102,126,669488,336220,76,20511504,2278882,678,97126573
ssp126 (low confidence),5,2060,0.12,100,0.01,14337486,4009,344617918,26707,6367247,1322,286583553,82822,894,435095,7887416,34,57572564,49.762299999999996,0.1338,,,,,,,78989,888,427843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50854,131,734906,414495,79,21170512,2990148,736,104835832
ssp126 (low confidence),5,2060,0.12,250,0.004,19596248,4297,378334149,27707,8804357,1456,318885029,96657,980,475175,10695233,34,58946237,56.872,0.1371,,,,,,,92575,973,466120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67926,146,804374,540709,84,22714762,4301721,810,113973850
ssp126 (low confidence),5,2070,0.159,1,0.6321,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0
ssp126 (low confidence),5,2070,0.159,5,0.1813,4844466,3250,204736192,23755,2435589,952,183164323,51433,684,330072,2357445,20,21218042,32.6006,0.1097,,,,,,,48396,681,325975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17436,100,582769,169431,63,13728461,927068,539,78836614
ssp126 (low confidence),5,2070,0.159,10,0.0952,6250014,3425,244419943,24334,3166544,1035,206804615,58687,735,355921,3024782,22,37235072,36.5165,0.118,,,,,,,55421,731,350978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23947,108,604585,215525,68,16174433,1273472,583,84735301
ssp126 (low confidence),5,2070,0.159,25,0.0392,9114340,3686,300308686,25391,4343583,1160,248964053,68771,805,389738,4701985,24,50929504,42.03920000000001,0.1263,,,,,,,65229,801,384207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34151,122,663301,292029,72,19504497,1888384,651,94071042
ssp126 (low confidence),5,2070,0.159,50,0.0198,11945815,3872,329176682,26353,5459310,1246,273794220,77112,862,418088,6409392,27,54938022,46.6936,0.13140000000000002,,,,,,,73351,856,410865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43727,127,701413,366152,77,20862462,2490743,697,100386148
ssp126 (low confidence),5,2070,0.159,100,0.01,15632376,4072,355433248,26898,6913009,1354,296799501,86342,912,445293,8633025,34,58161555,51.702,0.1352,,,,,,,82402,906,437482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54923,133,741902,447109,79,21697629,3250328,756,107941260
ssp126 (low confidence),5,2070,0.159,250,0.004,20828428,4368,402006178,27968,9551879,1492,342252979,100505,1002,488980,11176046,34,59236250,58.4003,0.1384,,,,,,,96322,995,478647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72849,148,825361,584870,86,23375896,4645165,828,117096139
ssp126 (low confidence),5,2080,0.179,1,0.6321,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0
ssp126 (low confidence),5,2080,0.179,5,0.1813,5035897,3262,210578446,23929,2550763,958,188799582,52799,686,335277,2432335,20,21419658,33.2947,0.1109,,,,,,,49698,683,331180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18481,101,587689,177513,63,13858732,977975,544,80500306
ssp126 (low confidence),5,2080,0.179,10,0.0952,6547585,3435,253823669,24490,3301805,1038,211028275,60159,739,361994,3185623,22,42408911,37.2587,0.1193,,,,,,,56832,735,356764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25205,108,608589,225023,69,16977408,1337736,584,86121103
ssp126 (low confidence),5,2080,0.179,25,0.0392,9511334,3697,308077667,25681,4520390,1163,256025132,70376,810,397248,4920572,24,51629606,42.944,0.1271,,,,,,,66767,805,390584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35707,122,674794,305748,73,20118089,1978251,653,95309875
ssp126 (low confidence),5,2080,0.179,50,0.0198,12485409,3879,333656846,26532,5672475,1249,277477334,78822,865,424845,6734112,27,55728136,47.5653,0.1324,,,,,,,74991,859,417049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45585,127,716792,381501,77,21014372,2599388,699,101957506
ssp126 (low confidence),5,2080,0.179,100,0.01,16296425,4084,360563221,26991,7192886,1359,301620575,88147,917,451558,9015391,34,58464098,52.7074,0.13590000000000002,,,,,,,84154,911,443460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57012,133,744939,463834,79,21967946,3383754,760,109394616
ssp126 (low confidence),5,2080,0.179,250,0.004,21460308,4372,414136910,28087,9935221,1495,354228653,102470,1003,495338,11422615,34,59384832,59.181,0.139,,,,,,,98237,996,484349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75373,148,834642,607518,86,23695302,4821291,829,118443868
ssp126 (low confidence),5,2090,0.202,1,0.6321,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0
ssp126 (low confidence),5,2090,0.202,5,0.1813,5253534,3264,218024018,24067,2684946,959,196003723,54373,686,340133,2514215,20,21656095,34.08089999999999,0.1123,,,,,,,51199,683,336036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19705,101,592026,186950,63,13995517,1037592,544,81831779
ssp126 (low confidence),5,2090,0.202,10,0.0952,6897300,3444,263917424,24640,3460155,1042,215651134,61850,741,368135,3375293,22,47873515,38.1139,0.1207,,,,,,,58456,737,362604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26672,108,612795,236185,69,17770063,1413399,588,88018054
ssp126 (low confidence),5,2090,0.202,25,0.0392,9980721,3705,318915907,25920,4727877,1170,266098061,72218,810,403025,5180627,24,52388901,43.9715,0.1281,,,,,,,68536,805,396060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37523,123,692966,321716,73,20629230,2083302,654,96642343
ssp126 (low confidence),5,2090,0.202,50,0.0198,13117578,3885,338531359,26710,5924614,1253,281485846,80788,866,431519,7112174,28,56587284,48.572100000000006,0.1334,,,,,,,76878,860,423120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47743,127,732941,399304,77,21173876,2726174,701,103644782
ssp126 (low confidence),5,2090,0.202,100,0.01,17056584,4092,366232693,27091,7521139,1362,306953693,90225,920,458087,9445218,34,58793822,53.83710000000001,0.1367,,,,,,,86169,914,449688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59432,134,750094,483441,79,22251778,3539619,761,110876649
ssp126 (low confidence),5,2090,0.202,250,0.004,22189397,4379,426970800,28213,10380997,1499,366884868,104742,1006,503185,11703659,34,59554534,60.08330000000001,0.13989999999999997,,,,,,,100446,999,491508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78307,149,846472,633899,86,24030679,5026407,830,120280841
ssp126 (low confidence),5,2100,0.198,1,0.6321,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0
ssp126 (low confidence),5,2100,0.198,5,0.1813,5217754,3263,215750884,24055,2660177,958,193776486,54097,686,339670,2503480,20,21610674,33.9429,0.1121,,,,,,,50935,683,335573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19475,101,591613,185189,63,13982490,1026338,544,81704972
ssp126 (low confidence),5,2100,0.198,10,0.0952,6830279,3444,262975532,24628,3430302,1042,215259220,61553,741,367624,3338425,22,47324059,37.9638,0.1205,,,,,,,58170,737,362122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26399,108,612395,234047,69,17694572,1398788,588,87885751
ssp126 (low confidence),5,2100,0.198,25,0.0392,9888473,3705,318081053,25899,4688355,1170,265358311,71892,810,402474,5128225,24,52294367,43.797200000000004,0.1279,,,,,,,68223,805,395538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37185,123,691695,318779,73,20580550,2063623,654,96527343
ssp126 (low confidence),5,2100,0.198,50,0.0198,12998070,3885,338078033,26694,5874982,1253,281129583,80445,866,430920,7042645,28,56490837,48.3935,0.1333,,,,,,,76547,860,422579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47350,127,731404,396085,77,21158686,2702603,701,103497634
ssp126 (low confidence),5,2100,0.198,100,0.01,16927267,4092,365714845,27083,7458769,1362,306478740,89862,920,457576,9378637,34,58751447,53.661100000000005,0.1366,,,,,,,85815,914,449206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58995,134,749751,479723,79,22224746,3510508,761,110738521
ssp126 (low confidence),5,2100,0.198,250,0.004,22060596,4376,425264382,28201,10299399,1497,365208128,104340,1005,502066,11656856,34,59525985,59.922599999999996,0.13979999999999998,,,,,,,100056,998,490455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77771,149,845502,629033,86,23998738,4988611,829,119670973
ssp126 (low confidence),5,2110,0.221,1,0.6321,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0
ssp126 (low confidence),5,2110,0.221,5,0.1813,5412218,3369,220698746,24136,2810834,1005,198405958,55760,720,343647,2545624,21,21925008,34.804300000000005,0.11390000000000002,,,,,,,52532,717,339550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20897,106,595496,196000,68,14771063,1096134,564,82331448
ssp126 (low confidence),5,2110,0.221,10,0.0952,7251394,3569,267158994,24761,3615265,1102,218583237,63340,771,371234,3572791,22,48179761,38.868,0.12200000000000001,,,,,,,59884,767,365703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28068,114,617720,247465,71,17911159,1491157,620,88774953
ssp126 (low confidence),5,2110,0.221,25,0.0392,10479993,3802,321017093,26048,4935382,1217,267962009,73818,840,406124,5470792,24,52622910,44.790699999999994,0.129,,,,,,,70082,835,399159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39260,124,693951,336573,78,20924318,2184895,678,97224498
ssp126 (low confidence),5,2110,0.221,50,0.0198,13749099,4012,341899410,26760,6193620,1322,284393695,82479,893,434308,7473002,34,57044646,49.46040000000001,0.1341,,,,,,,78528,887,425909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49722,131,734723,415301,79,21400235,2846898,737,104425080
ssp126 (low confidence),5,2110,0.221,100,0.01,17654314,4230,373335134,27157,7847779,1441,313936392,92024,955,461703,9714512,34,58909881,54.5732,0.1372,,,,,,,87927,949,453304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61621,146,766863,502865,82,22501948,3689414,797,111761136
ssp126 (low confidence),5,2110,0.221,250,0.004,22812818,4514,430306779,28317,10791993,1566,370084956,106750,1049,507825,11914075,34,59685682,60.891,0.14059999999999997,,,,,,,102381,1041,495846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80986,157,853179,658614,91,24340143,5218150,865,121426731
ssp126 (low confidence),5,2120,0.238,1,0.6321,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0
ssp126 (low confidence),5,2120,0.238,5,0.1813,5685695,3401,233534358,24243,2923468,1019,201621766,57012,730,348717,2705215,22,31539634,35.4505,0.11520000000000001,,,,,,,53731,726,344075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21965,108,599919,204099,69,15429845,1148516,571,83038157
ssp126 (low confidence),5,2120,0.238,10,0.0952,7568222,3607,273463101,24954,3754046,1126,224608729,64678,780,375426,3749497,22,48453991,39.5475,0.123,,,,,,,61169,776,369895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29317,117,634203,257558,72,18107041,1560731,632,89637822
ssp126 (low confidence),5,2120,0.238,25,0.0392,10926777,3850,324482939,26180,5121044,1244,271208774,75261,850,410861,5730471,25,52837123,45.5265,0.1298,,,,,,,71473,844,403351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40813,127,704790,349866,79,21245799,2275794,691,98265996
ssp126 (low confidence),5,2120,0.238,50,0.0198,14313412,4060,348045413,26821,6434308,1352,290150424,84004,907,439185,7795099,34,57428984,50.2572,0.1348,,,,,,,80017,901,430786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51491,135,740958,429615,80,21967056,2954914,752,105557912
ssp126 (low confidence),5,2120,0.238,100,0.01,18189150,4277,380387608,27292,8140034,1465,320878161,93652,968,468120,9955462,34,59014036,55.2385,0.1378,,,,,,,89507,961,458475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63578,147,785134,520245,83,22725436,3823441,812,113491413
ssp126 (low confidence),5,2120,0.238,250,0.004,23378687,4544,433962566,28464,11159728,1579,373247131,108552,1058,513265,12110408,35,60173707,61.6153,0.1411,,,,,,,104118,1050,501043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83384,160,860932,680728,91,24590661,5389711,872,122636103
ssp126 (low confidence),5,2130,0.252,1,0.6321,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0
ssp126 (low confidence),5,2130,0.252,5,0.1813,5851049,3414,239782949,24333,3016226,1025,204215148,58038,733,352647,2776784,22,35190822,35.9911,0.1162,,,,,,,54714,729,347805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22843,110,605497,210768,69,15958281,1191654,573,83484021
ssp126 (low confidence),5,2130,0.252,10,0.0952,7829142,3619,277071636,25086,3868335,1130,227986755,65781,786,379647,3895023,22,48680148,40.114000000000004,0.1239,,,,,,,62228,782,374116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30345,117,642090,265871,72,18231191,1618025,635,90273963
ssp126 (low confidence),5,2130,0.252,25,0.0392,11294693,3865,327610044,26277,5273942,1255,274156848,76447,854,414772,5944304,25,53012148,46.1462,0.1305,,,,,,,72618,848,407062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42092,128,714179,360813,79,21472955,2350652,694,99118851
ssp126 (low confidence),5,2130,0.252,50,0.0198,14778134,4082,353195059,26882,6632521,1365,294979473,85258,912,443289,8060355,34,57745417,50.9118,0.1353,,,,,,,81241,906,434890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52948,137,753629,441402,80,22259282,3043868,758,106629110
ssp126 (low confidence),5,2130,0.252,100,0.01,18629589,4286,386399738,27366,8380716,1473,326800652,94982,969,472074,10153889,34,59099649,55.7829,0.1383,,,,,,,90804,962,461970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65190,148,799127,534558,84,22925749,3933816,815,114586186
ssp126 (low confidence),5,2130,0.252,250,0.004,23841029,4561,437313218,28633,11462567,1586,376358978,110037,1063,518258,12268426,35,60407348,62.2206,0.1415,,,,,,,105549,1055,505835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85358,161,868622,698938,91,24796969,5530995,876,124260864
ssp126 (low confidence),5,2140,0.265,1,0.6321,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0
ssp126 (low confidence),5,2140,0.265,5,0.1813,6004589,3423,245421651,24442,3102362,1027,206459323,58993,737,357054,2843236,22,38580830,36.4862,0.1173,,,,,,,55630,733,352025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23660,110,608865,216961,69,16448972,1231712,574,83912758
ssp126 (low confidence),5,2140,0.265,10,0.0952,8071424,3625,280860747,25200,3974464,1134,231562122,66802,787,382846,4030155,22,48890579,40.649300000000004,0.12480000000000001,,,,,,,63208,783,377315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31300,118,653381,273590,72,18346473,1671230,636,91118436
ssp126 (low confidence),5,2140,0.265,25,0.0392,11636323,3871,330064756,26389,5415920,1257,276446235,77545,855,418029,6142859,25,53174103,46.711200000000005,0.1311,,,,,,,73679,849,410132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43280,128,719482,370978,79,21683887,2420163,696,100012669
ssp126 (low confidence),5,2140,0.265,50,0.0198,15209661,4089,357471519,26948,6816578,1369,298958774,86419,913,446551,8306664,34,58039248,51.5195,0.1358,,,,,,,82374,907,438152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54301,137,758800,452347,80,22530633,3126469,759,107381481
ssp126 (low confidence),5,2140,0.265,100,0.01,19038571,4297,392492676,27586,8604206,1478,332809415,96220,972,476528,10338144,34,59179147,56.28840000000001,0.13870000000000002,,,,,,,92009,965,465998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66686,148,811385,547848,85,23097610,4036308,816,115792469
ssp126 (low confidence),5,2140,0.265,250,0.004,24270345,4568,440541870,28739,11743775,1592,379365908,111410,1064,522346,12415159,35,60624877,62.795,0.1419,,,,,,,106873,1056,509737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87191,161,874159,715848,92,24989727,5662188,880,125814668
ssp126 (low confidence),5,2150,0.278,1,0.6321,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0
ssp126 (low confidence),5,2150,0.278,5,0.1813,6158130,3433,251086516,24544,3188493,1029,208729539,59946,740,361590,2909691,22,41970840,36.9813,0.11829999999999999,,,,,,,56545,736,356375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24476,110,612232,223154,69,16939663,1271767,575,84347095
ssp126 (low confidence),5,2150,0.278,10,0.0952,8313702,3628,284371178,25315,4080592,1135,234859286,67825,788,386172,4165285,22,49100406,41.1715,0.1255,,,,,,,64189,784,380641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32255,118,661498,281308,73,18576722,1724434,636,91738512
ssp126 (low confidence),5,2150,0.278,25,0.0392,11977952,3873,332301624,26483,5557895,1258,278517669,78644,856,421414,6341414,25,53336059,47.2761,0.13169999999999998,,,,,,,74739,850,413330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44467,129,726586,381144,79,21894817,2489674,696,100686733
ssp126 (low confidence),5,2150,0.278,50,0.0198,15641187,4092,361332737,26995,7000634,1370,302522340,87581,915,450325,8552973,34,58333078,52.127300000000005,0.13620000000000002,,,,,,,83508,909,441926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55654,137,763972,463292,80,22801984,3209068,760,108197802
ssp126 (low confidence),5,2150,0.278,100,0.01,19447552,4307,409266918,27708,8827696,1485,349499604,97457,973,480599,10522399,34,59259003,56.8017,0.13899999999999998,,,,,,,93215,966,469643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68183,148,823643,561138,86,23427032,4138799,819,117086658
ssp126 (low confidence),5,2150,0.278,250,0.004,24699660,4573,443318823,28854,12024984,1594,381921340,112787,1066,526946,12561886,35,60841684,63.35380000000001,0.14229999999999998,,,,,,,108201,1058,514151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89026,161,879696,732758,92,25181536,5793382,881,126964866
ssp126 (low confidence),17,2020,0.021,1,0.6321,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0
ssp126 (low confidence),17,2020,0.021,5,0.1813,3599693,3043,155535686,22794,1734136,847,137313709,42264,627,297501,1823294,19,17901681,27.6643,0.0998,,,,,,,39745,624,293404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11109,94,547263,117318,59,11565809,616315,480,69002992
ssp126 (low confidence),17,2020,0.021,10,0.0952,4596736,3205,194652101,23602,2308431,932,173412421,48929,666,319021,2239378,20,20897057,31.476300000000002,0.1079,,,,,,,46119,663,314924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16197,99,584626,155511,62,13395648,878831,530,78280713
ssp126 (low confidence),17,2020,0.021,25,0.0392,6480171,3430,255284126,24383,3234402,1029,207286613,58129,740,353294,3187636,22,47619832,36.4332,0.1182,,,,,,,55015,736,348896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24209,107,606880,211357,65,14863198,1329837,582,84545166
ssp126 (low confidence),17,2020,0.021,50,0.0198,8745266,3612,285252899,25007,4117518,1119,235076389,65780,785,378900,4561968,24,49772602,40.4821,0.1251,,,,,,,62472,781,373369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31866,118,632523,266919,72,16429173,1804004,629,91045883
ssp126 (low confidence),17,2020,0.021,100,0.01,11492948,3818,319668694,25826,5224430,1215,265563119,74259,845,403954,6194259,29,53675796,45.0343,0.1294,,,,,,,70749,840,398122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41439,127,669664,338050,74,20440282,2414592,677,97539305
ssp126 (low confidence),17,2020,0.021,250,0.004,16438413,4104,355473827,27025,7220457,1354,296765818,87325,923,447158,9130634,34,58233823,52.2017,0.1337,,,,,,,83536,917,439892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56579,134,751525,446338,78,20929978,3517787,757,107798198
ssp126 (low confidence),17,2030,0.055,1,0.6321,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0
ssp126 (low confidence),17,2030,0.055,5,0.1813,3892383,3082,170039610,23087,1889799,868,150636510,44480,636,305791,1958103,19,19074222,28.933500000000002,0.1026,,,,,,,41819,633,301694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12504,94,557641,129488,60,12338789,685424,492,71414971
ssp126 (low confidence),17,2030,0.055,10,0.0952,4930481,3246,206451964,23757,2506015,947,184739271,51273,686,329285,2373193,20,21359653,32.7006,0.1106,,,,,,,48342,683,325188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17935,100,587537,169280,63,13673766,967085,537,79713841
ssp126 (low confidence),17,2030,0.055,25,0.0392,7109853,3488,265380057,24582,3487295,1063,216835242,60686,753,362988,3561872,22,48157244,37.7352,0.1207,,,,,,,57467,749,358102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26513,111,618742,228660,69,16695812,1456130,598,86891300
