Region_ID,Region,Scenario,Percentile,Year,SLR,Return_Period,Exceedance_Probability,Exposed_Buildings,Damaged_Buildings,Exposed_Residential_Buildings,Exposed_Nonresidential_Buildings,Building_Loss,Residential_Building_Loss,Nonresidential_Building_Loss,Exposed_Building_Value,Exposed_Population,Exposed_Households,Exposed_Road_km,Road_Loss,Exposed_Road_Value,Infrastructure_Loss,Exposed_Infrastructure_Value,Exposed_Infrastructure,Crop_Loss,Total_Crop_Value,Exposed_Evacuation_Centres,Exposed_Health_Facilties,Exposed_Schools,Total_Exposed_Value,Total_Loss,Depth.range_<_0_5.Buildings,Depth.range_<_0_5.Population,Depth.range_0_5_1_0.Buildings,Depth.range_0_5_1_0.Population,Depth.range_1_0_1_5.Buildings,Depth.range_1_0_1_5.Population,Depth.range_1_5_2_0.Buildings,Depth.range_1_5_2_0.Population,Depth.range_2_0_+.Buildings,Depth.range_2_0_+.Population
,,ssp585 (medium confidence),50,2060,0.35,100,0.01,3,3,0,3,16388,0,16388,24501,0,0,0.0,0,0,0,0,0,782,1170,0,0,0,25671,17170,0,0,0,0,0,0,1,0,2,0
,,ssp585 (medium confidence),50,2060,0.35,250,0.004,3,3,0,3,18493,0,18493,24501,0,0,0.0,0,0,0,0,0,810,1170,0,0,0,25671,19303,0,0,0,0,0,0,1,0,2,0
,,ssp585 (medium confidence),50,2070,0.457,1,0.6321,2,2,0,2,173,0,173,21894,0,0,0.0,0,0,0,0,0,0,0,0,0,0,21894,173,0,0,2,0,0,0,0,0,0,0
,,ssp585 (medium confidence),50,2070,0.457,5,0.1813,3,3,0,3,8751,0,8751,24501,0,0,0.0,0,0,0,0,0,779,780,0,0,0,25281,9530,0,0,1,0,0,0,0,0,2,0
,,ssp585 (medium confidence),50,2070,0.457,10,0.0952,3,3,0,3,11387,0,11387,24501,0,0,0.0,0,0,0,0,0,780,780,0,0,0,25281,12167,0,0,0,0,1,0,0,0,2,0
,,ssp585 (medium confidence),50,2070,0.457,25,0.0392,3,3,0,3,14314,0,14314,24501,0,0,0.0,0,0,0,0,0,780,780,0,0,0,25281,15094,0,0,0,0,1,0,0,0,2,0
,,ssp585 (medium confidence),50,2070,0.457,50,0.0198,3,3,0,3,16037,0,16037,24501,0,0,0.0,0,0,0,0,0,781,1170,0,0,0,25671,16817,0,0,0,0,1,0,0,0,2,0
,,ssp585 (medium confidence),50,2070,0.457,100,0.01,3,3,0,3,17532,0,17532,24501,0,0,0.0,0,0,0,0,0,785,1170,0,0,0,25671,18317,0,0,0,0,0,0,1,0,2,0
,,ssp585 (medium confidence),50,2070,0.457,250,0.004,3,3,0,3,19223,0,19223,24501,0,0,0.0,0,0,0,0,0,874,1170,0,0,0,25671,20097,0,0,0,0,0,0,1,0,2,0
,,ssp585 (medium confidence),50,2080,0.577,1,0.6321,2,2,0,2,278,0,278,21894,0,0,0.0,0,0,0,0,0,0,0,0,0,0,21894,278,0,0,2,0,0,0,0,0,0,0
,,ssp585 (medium confidence),50,2080,0.577,5,0.1813,3,3,0,3,10336,0,10336,24501,0,0,0.0,0,0,0,0,0,780,780,0,0,0,25281,11116,0,0,0,0,1,0,0,0,2,0
,,ssp585 (medium confidence),50,2080,0.577,10,0.0952,3,3,0,3,12974,0,12974,24501,0,0,0.0,0,0,0,0,0,780,780,0,0,0,25281,13754,0,0,0,0,1,0,0,0,2,0
,,ssp585 (medium confidence),50,2080,0.577,25,0.0392,3,3,0,3,15598,0,15598,24501,0,0,0.0,0,0,0,0,0,780,780,0,0,0,25281,16378,0,0,0,0,1,0,0,0,2,0
,,ssp585 (medium confidence),50,2080,0.577,50,0.0198,3,3,0,3,17314,0,17314,24501,0,0,0.0,0,0,0,0,0,784,1170,0,0,0,25671,18098,0,0,0,0,0,0,1,0,2,0
,,ssp585 (medium confidence),50,2080,0.577,100,0.01,3,3,0,3,18715,0,18715,24501,0,0,0.0,0,0,0,0,0,806,1170,0,0,0,25671,19521,0,0,0,0,0,0,1,0,2,0
,,ssp585 (medium confidence),50,2080,0.577,250,0.004,3,3,0,3,19718,0,19718,24501,0,0,0.0,0,0,0,0,0,961,1170,0,0,0,25671,20678,0,0,0,0,0,0,1,0,2,0
,,ssp585 (medium confidence),50,2090,0.717,1,0.6321,2,2,0,2,407,0,407,21894,0,0,0.0,0,0,0,0,0,0,0,0,0,0,21894,407,0,0,2,0,0,0,0,0,0,0
,,ssp585 (medium confidence),50,2090,0.717,5,0.1813,3,3,0,3,12171,0,12171,24501,0,0,0.0,0,0,0,0,0,780,780,0,0,0,25281,12951,0,0,0,0,1,0,0,0,2,0
,,ssp585 (medium confidence),50,2090,0.717,10,0.0952,3,3,0,3,14614,0,14614,24501,0,0,0.0,0,0,0,0,0,780,780,0,0,0,25281,15394,0,0,0,0,1,0,0,0,2,0
,,ssp585 (medium confidence),50,2090,0.717,25,0.0392,3,3,0,3,17088,0,17088,24501,0,0,0.0,0,0,0,0,0,785,1170,0,0,0,25671,17873,0,0,0,0,0,0,1,0,2,0
,,ssp585 (medium confidence),50,2090,0.717,50,0.0198,3,3,0,3,18705,0,18705,24501,0,0,0.0,0,0,0,0,0,801,1170,0,0,0,25671,19506,0,0,0,0,0,0,1,0,2,0
,,ssp585 (medium confidence),50,2090,0.717,100,0.01,3,3,0,3,19478,0,19478,24501,0,0,0.0,0,0,0,0,0,897,1170,0,0,0,25671,20375,0,0,0,0,0,0,1,0,2,0
,,ssp585 (medium confidence),50,2090,0.717,250,0.004,3,3,0,3,20255,0,20255,24501,0,0,0.0,0,0,0,0,0,1023,1170,0,0,0,25671,21277,0,0,0,0,0,0,0,0,3,0
,,ssp585 (medium confidence),50,2100,0.866,1,0.6321,2,2,0,2,588,0,588,21894,0,0,0.0,0,0,0,0,0,0,0,0,0,0,21894,588,0,0,1,0,1,0,0,0,0,0
,,ssp585 (medium confidence),50,2100,0.866,5,0.1813,3,3,0,3,14005,0,14005,24501,0,0,0.0,0,0,0,0,0,780,780,0,0,0,25281,14785,0,0,0,0,1,0,0,0,2,0
,,ssp585 (medium confidence),50,2100,0.866,10,0.0952,3,3,0,3,16184,0,16184,24501,0,0,0.0,0,0,0,0,0,782,1170,0,0,0,25671,16965,0,0,0,0,0,0,1,0,2,0
,,ssp585 (medium confidence),50,2100,0.866,25,0.0392,3,3,0,3,18605,0,18605,24501,0,0,0.0,0,0,0,0,0,806,1170,0,0,0,25671,19411,0,0,0,0,0,0,1,0,2,0
,,ssp585 (medium confidence),50,2100,0.866,50,0.0198,3,3,0,3,19463,0,19463,24501,0,0,0.0,0,0,0,0,0,904,1170,0,0,0,25671,20367,0,0,0,0,0,0,1,0,2,0
,,ssp585 (medium confidence),50,2100,0.866,100,0.01,3,3,0,3,20045,0,20045,24501,0,0,0.0,0,0,0,0,0,986,1170,0,0,0,25671,21030,0,0,0,0,0,0,0,0,3,0
,,ssp585 (medium confidence),50,2100,0.866,250,0.004,3,3,0,3,20829,0,20829,24501,0,0,0.0,0,0,0,0,0,1081,1170,0,0,0,25671,21910,0,0,0,0,0,0,0,0,3,0
,,ssp585 (medium confidence),50,2110,0.98,1,0.6321,2,2,0,2,738,0,738,21894,0,0,0.0,0,0,0,0,0,0,0,0,0,0,21894,738,0,0,0,0,2,0,0,0,0,0
,,ssp585 (medium confidence),50,2110,0.98,5,0.1813,3,3,0,3,15262,0,15262,24501,0,0,0.0,0,0,0,0,0,780,780,0,0,0,25281,16042,0,0,0,0,1,0,0,0,2,0
,,ssp585 (medium confidence),50,2110,0.98,10,0.0952,3,3,0,3,17390,0,17390,24501,0,0,0.0,0,0,0,0,0,784,1170,0,0,0,25671,18174,0,0,0,0,0,0,1,0,2,0
,,ssp585 (medium confidence),50,2110,0.98,25,0.0392,3,3,0,3,19319,0,19319,24501,0,0,0.0,0,0,0,0,0,870,1170,0,0,0,25671,20189,0,0,0,0,0,0,1,0,2,0
,,ssp585 (medium confidence),50,2110,0.98,50,0.0198,3,3,0,3,19944,0,19944,24501,0,0,0.0,0,0,0,0,0,976,1170,0,0,0,25671,20920,0,0,0,0,0,0,0,0,3,0
,,ssp585 (medium confidence),50,2110,0.98,100,0.01,3,3,0,3,20483,0,20483,24501,0,0,0.0,0,0,0,0,0,1037,1170,0,0,0,25671,21520,0,0,0,0,0,0,0,0,3,0
,,ssp585 (medium confidence),50,2110,0.98,250,0.004,3,3,0,3,21271,0,21271,24501,0,0,0.0,0,0,0,0,0,1125,1170,0,0,0,25671,22396,0,0,0,0,0,0,0,0,3,0
,,ssp585 (medium confidence),50,2120,1.119,1,0.6321,2,2,0,2,927,0,927,21894,0,0,0.0,0,0,0,0,0,4,390,0,0,0,22284,930,0,0,0,0,2,0,0,0,0,0
,,ssp585 (medium confidence),50,2120,1.119,5,0.1813,3,3,0,3,16747,0,16747,24501,0,0,0.0,0,0,0,0,0,783,1170,0,0,0,25671,17529,0,0,0,0,0,0,1,0,2,0
,,ssp585 (medium confidence),50,2120,1.119,10,0.0952,3,3,0,3,18794,0,18794,24501,0,0,0.0,0,0,0,0,0,805,1170,0,0,0,25671,19599,0,0,0,0,0,0,1,0,2,0
,,ssp585 (medium confidence),50,2120,1.119,25,0.0392,3,3,0,3,19864,0,19864,24501,0,0,0.0,0,0,0,0,0,968,1170,0,0,0,25671,20831,0,0,0,0,0,0,0,0,3,0
,,ssp585 (medium confidence),50,2120,1.119,50,0.0198,3,3,0,3,20481,0,20481,24501,0,0,0.0,0,0,0,0,0,1034,1170,0,0,0,25671,21516,0,0,0,0,0,0,0,0,3,0
,,ssp585 (medium confidence),50,2120,1.119,100,0.01,3,3,0,3,21019,0,21019,24501,0,0,0.0,0,0,0,0,0,1091,1170,0,0,0,25671,22111,0,0,0,0,0,0,0,0,3,0
,,ssp585 (medium confidence),50,2120,1.119,250,0.004,3,3,0,3,21856,0,21856,24501,0,0,0.0,0,0,0,0,0,1172,1560,0,0,0,26061,23028,0,0,0,0,0,0,0,0,3,0
,,ssp585 (medium confidence),50,2130,1.252,1,0.6321,2,2,0,2,1156,0,1156,21894,0,0,0.0,0,0,0,0,0,26,390,0,0,0,22284,1181,0,0,0,0,2,0,0,0,0,0
,,ssp585 (medium confidence),50,2130,1.252,5,0.1813,3,3,0,3,18163,0,18163,24501,0,0,0.0,0,0,0,0,0,790,1170,0,0,0,25671,18953,0,0,0,0,0,0,1,0,2,0
,,ssp585 (medium confidence),50,2130,1.252,10,0.0952,3,3,0,3,19492,0,19492,24501,0,0,0.0,0,0,0,0,0,904,1170,0,0,0,25671,20397,0,0,0,0,0,0,1,0,2,0
,,ssp585 (medium confidence),50,2130,1.252,25,0.0392,3,3,0,3,20379,0,20379,24501,0,0,0.0,0,0,0,0,0,1025,1170,0,0,0,25671,21405,0,0,0,0,0,0,0,0,3,0
,,ssp585 (medium confidence),50,2130,1.252,50,0.0198,3,3,0,3,20995,0,20995,24501,0,0,0.0,0,0,0,0,0,1086,1170,0,0,0,25671,22082,0,0,0,0,0,0,0,0,3,0
,,ssp585 (medium confidence),50,2130,1.252,100,0.01,3,3,0,3,21555,0,21555,24501,0,0,0.0,0,0,0,0,0,1144,1560,0,0,0,26061,22699,0,0,0,0,0,0,0,0,3,0
,,ssp585 (medium confidence),50,2130,1.252,250,0.004,3,3,0,3,22446,0,22446,24501,0,0,0.0,0,0,0,0,0,1178,1950,0,0,0,26451,23625,0,0,0,0,0,0,0,0,3,0
,,ssp585 (medium confidence),50,2140,1.378,1,0.6321,2,2,0,2,1551,0,1551,21894,0,0,0.0,0,0,0,0,0,103,780,0,0,0,22674,1654,0,0,0,0,1,0,1,0,0,0
,,ssp585 (medium confidence),50,2140,1.378,5,0.1813,3,3,0,3,19165,0,19165,24501,0,0,0.0,0,0,0,0,0,852,1170,0,0,0,25671,20017,0,0,0,0,0,0,1,0,2,0
,,ssp585 (medium confidence),50,2140,1.378,10,0.0952,3,3,0,3,19966,0,19966,24501,0,0,0.0,0,0,0,0,0,983,1170,0,0,0,25671,20949,0,0,0,0,0,0,0,0,3,0
,,ssp585 (medium confidence),50,2140,1.378,25,0.0392,3,3,0,3,20865,0,20865,24501,0,0,0.0,0,0,0,0,0,1074,1170,0,0,0,25671,21939,0,0,0,0,0,0,0,0,3,0
,,ssp585 (medium confidence),50,2140,1.378,50,0.0198,3,3,0,3,21497,0,21497,24501,0,0,0.0,0,0,0,0,0,1135,1170,0,0,0,25671,22632,0,0,0,0,0,0,0,0,3,0
,,ssp585 (medium confidence),50,2140,1.378,100,0.01,3,3,0,3,22103,0,22103,24501,0,0,0.0,0,0,0,0,0,1172,1560,0,0,0,26061,23276,0,0,0,0,0,0,0,0,3,0
,,ssp585 (medium confidence),50,2140,1.378,250,0.004,3,3,0,3,22957,0,22957,24501,0,0,0.0,0,0,0,0,0,1230,1950,0,0,0,26451,24187,0,0,0,0,0,0,0,0,3,0
,,ssp585 (medium confidence),50,2150,1.499,1,0.6321,3,2,0,3,1989,0,1989,24501,0,0,0.0,0,0,0,0,0,197,780,0,0,0,25281,2187,1,0,0,0,0,0,2,0,0,0
,,ssp585 (medium confidence),50,2150,1.499,5,0.1813,3,3,0,3,19664,0,19664,24501,0,0,0.0,0,0,0,0,0,941,1170,0,0,0,25671,20606,0,0,0,0,0,0,1,0,2,0
,,ssp585 (medium confidence),50,2150,1.499,10,0.0952,3,3,0,3,20432,0,20432,24501,0,0,0.0,0,0,0,0,0,1034,1170,0,0,0,25671,21466,0,0,0,0,0,0,0,0,3,0
,,ssp585 (medium confidence),50,2150,1.499,25,0.0392,3,3,0,3,21334,0,21334,24501,0,0,0.0,0,0,0,0,0,1122,1170,0,0,0,25671,22456,0,0,0,0,0,0,0,0,3,0
,,ssp585 (medium confidence),50,2150,1.499,50,0.0198,3,3,0,3,22024,0,22024,24501,0,0,0.0,0,0,0,0,0,1173,1560,0,0,0,26061,23196,0,0,0,0,0,0,0,0,3,0
,,ssp585 (medium confidence),50,2150,1.499,100,0.01,3,3,0,3,22628,0,22628,24501,0,0,0.0,0,0,0,0,0,1182,1950,0,0,0,26451,23810,0,0,0,0,0,0,0,0,3,0
,,ssp585 (medium confidence),50,2150,1.499,250,0.004,4,3,0,4,23253,0,23253,36938,0,0,0.0,0,0,0,0,0,1353,1950,0,0,0,38888,24606,1,0,0,0,0,0,0,0,3,0
4.0,'Eua,ssp245 (medium confidence),50,2020,0.055,1,0.6321,0,0,0,0,0,0,0,0,25,0,0.04,678,12788,6937,147924,4,0,0,0,0,0,160712,7615,0,25,0,0,0,0,0,0,0,0
4.0,'Eua,ssp245 (medium confidence),50,2020,0.055,5,0.1813,13,10,6,7,51071,6859,44211,1006270,107,0,2.78,81892,579068,210421,701511,43,107,780,0,0,0,2287630,343490,4,5,2,35,6,28,0,14,1,25
4.0,'Eua,ssp245 (medium confidence),50,2020,0.055,10,0.0952,19,13,7,12,77057,10578,66479,1286972,107,0,3.09,112650,635167,228561,701511,43,279,1560,0,0,0,2625211,418547,8,0,3,31,6,34,1,17,1,25
4.0,'Eua,ssp245 (medium confidence),50,2020,0.055,25,0.0392,21,16,7,14,124303,20940,103363,1321304,143,0,3.25,142181,659392,249641,701511,43,843,1560,0,0,0,2683768,516968,8,36,4,5,2,35,6,28,1,39
4.0,'Eua,ssp245 (medium confidence),50,2020,0.055,50,0.0198,23,19,8,15,162095,28768,133327,1422883,143,0,3.37,159261,677861,261240,701511,43,1135,2340,0,0,0,2804596,583731,7,36,5,0,3,33,7,35,1,39
4.0,'Eua,ssp245 (medium confidence),50,2020,0.055,100,0.01,26,20,9,17,209527,42457,167069,1488912,143,0,3.53,175038,710809,272590,701511,43,1376,2730,0,0,0,2903962,658530,7,36,7,0,3,31,4,34,5,42
4.0,'Eua,ssp245 (medium confidence),50,2020,0.055,250,0.004,27,23,10,17,267801,59860,207940,1565092,143,0,3.6,193544,724703,282811,701511,43,1827,3120,0,0,0,2994425,745983,6,0,8,36,4,5,1,28,8,74
4.0,'Eua,ssp245 (medium confidence),50,2030,0.104,1,0.6321,0,0,0,0,0,0,0,0,25,0,0.04,879,12788,9450,147924,4,0,0,0,0,0,160712,10330,0,25,0,0,0,0,0,0,0,0
4.0,'Eua,ssp245 (medium confidence),50,2030,0.104,5,0.1813,13,12,6,7,56228,7508,48720,1006270,107,0,2.79,88230,582044,214286,701511,43,144,1170,0,0,0,2290995,358887,4,5,1,28,7,35,0,14,1,25
4.0,'Eua,ssp245 (medium confidence),50,2030,0.104,10,0.0952,19,13,7,12,82989,11658,71332,1286972,107,0,3.1,118710,638143,232278,701511,43,322,1560,0,0,0,2628187,434300,7,0,3,31,7,34,1,17,1,25
4.0,'Eua,ssp245 (medium confidence),50,2030,0.104,25,0.0392,21,19,7,14,134408,22982,111426,1321304,143,0,3.25,147258,659392,253194,701511,43,961,1560,0,0,0,2683768,535820,8,36,4,5,1,28,7,35,1,39
4.0,'Eua,ssp245 (medium confidence),50,2030,0.104,50,0.0198,23,19,8,15,173183,31211,141972,1422883,143,0,3.38,164070,680837,264155,701511,43,1196,2340,0,0,0,2807572,602603,4,36,8,0,3,31,6,34,2,42
4.0,'Eua,ssp245 (medium confidence),50,2030,0.104,100,0.01,27,21,10,17,224491,46938,177553,1565092,143,0,3.53,179799,710809,275612,701511,43,1477,2730,0,0,0,2980142,681380,8,36,6,0,4,5,4,60,5,42
4.0,'Eua,ssp245 (medium confidence),50,2030,0.104,250,0.004,27,25,10,17,283587,64623,218964,1565092,143,0,3.62,198078,725502,285519,701511,43,1949,3120,0,0,0,2995225,769132,6,0,7,36,4,5,2,28,8,74
4.0,'Eua,ssp245 (medium confidence),50,2040,0.158,1,0.6321,1,0,0,1,0,0,0,184947,25,0,0.04,1100,12788,12872,147924,4,0,0,0,0,0,345659,13972,1,25,0,0,0,0,0,0,0,0
4.0,'Eua,ssp245 (medium confidence),50,2040,0.158,5,0.1813,16,12,6,10,62061,8273,53787,1117672,107,0,2.9,95530,607841,218438,701511,43,185,1560,0,0,0,2428583,376214,6,0,2,33,7,35,0,14,1,25
4.0,'Eua,ssp245 (medium confidence),50,2040,0.158,10,0.0952,19,13,7,12,91932,13829,78103,1286972,107,0,3.16,124973,642914,236474,701511,43,457,1560,0,0,0,2632957,453836,7,0,3,31,7,34,1,4,1,38
4.0,'Eua,ssp245 (medium confidence),50,2040,0.158,25,0.0392,21,19,7,14,145905,25316,120590,1321304,143,0,3.31,152656,667734,256580,701511,43,1041,2340,0,0,0,2692890,556183,5,36,6,0,2,33,7,35,1,39
4.0,'Eua,ssp245 (medium confidence),50,2040,0.158,50,0.0198,25,19,8,17,187799,35546,152253,1449544,143,0,3.44,169347,694330,267565,701511,43,1263,2730,0,0,0,2848115,625975,6,36,7,0,3,31,7,34,2,42
4.0,'Eua,ssp245 (medium confidence),50,2040,0.158,100,0.01,27,21,10,17,241127,51987,189140,1565092,143,0,3.54,184912,711209,278507,701511,43,1622,2730,0,0,0,2980542,706168,7,0,7,36,4,5,2,60,7,42
4.0,'Eua,ssp245 (medium confidence),50,2040,0.158,250,0.004,29,25,10,19,301765,70414,231351,1571890,143,0,3.64,202995,727093,288795,701511,43,2042,3120,0,0,0,3003614,795598,8,0,5,36,6,0,2,33,8,74
4.0,'Eua,ssp245 (medium confidence),50,2050,0.228,1,0.6321,1,0,0,1,0,0,0,184947,25,0,0.04,1387,12788,17521,147924,4,0,0,0,0,0,345659,18908,1,25,0,0,0,0,0,0,0,0
4.0,'Eua,ssp245 (medium confidence),50,2050,0.228,5,0.1813,19,12,7,12,69710,9331,60379,1286972,107,0,3.02,104812,626426,223779,701511,43,236,1560,0,0,0,2616469,398537,9,0,2,31,7,34,0,17,1,25
4.0,'Eua,ssp245 (medium confidence),50,2050,0.228,10,0.0952,20,14,7,13,104503,16663,87839,1310468,143,0,3.19,132839,649265,241921,701511,43,635,1560,0,0,0,2662804,479898,7,36,4,5,3,60,5,4,1,38
4.0,'Eua,ssp245 (medium confidence),50,2050,0.228,25,0.0392,23,19,8,15,161063,28481,132583,1422883,143,0,3.38,159608,680837,260846,701511,43,1139,2340,0,0,0,2807572,582656,7,36,5,0,3,33,7,32,1,42
4.0,'Eua,ssp245 (medium confidence),50,2050,0.228,50,0.0198,27,21,10,17,207750,41475,166275,1565092,143,0,3.54,176178,711209,271910,701511,43,1383,2730,0,0,0,2980542,657221,8,36,7,0,3,31,4,34,5,42
4.0,'Eua,ssp245 (medium confidence),50,2050,0.228,100,0.01,27,23,10,17,263164,58664,204500,1565092,143,0,3.59,191459,721727,282339,701511,43,1801,3120,0,0,0,2991450,738763,6,0,8,36,4,5,1,35,8,67
4.0,'Eua,ssp245 (medium confidence),50,2050,0.228,250,0.004,31,27,11,20,326368,78755,247613,1693906,143,0,3.68,209222,731268,293289,701511,43,2159,3120,0,0,0,3129805,831037,8,0,4,36,8,0,3,33,8,74
4.0,'Eua,ssp245 (medium confidence),50,2060,0.29,1,0.6321,1,0,0,1,0,0,0,184947,25,0,0.04,1641,12788,21922,147924,4,0,0,0,0,0,345659,23563,1,12,0,13,0,0,0,0,0,0
4.0,'Eua,ssp245 (medium confidence),50,2060,0.29,5,0.1813,19,12,7,12,76604,10355,66249,1286972,107,0,3.06,112848,630601,228452,701511,43,277,1560,0,0,0,2620645,418182,7,0,4,31,6,34,1,17,1,25
4.0,'Eua,ssp245 (medium confidence),50,2060,0.29,10,0.0952,20,14,7,13,116937,19202,97736,1310468,143,0,3.2,139473,652241,246755,701511,43,797,1560,0,0,0,2665780,503963,7,36,4,5,2,35,6,28,1,39
4.0,'Eua,ssp245 (medium confidence),50,2060,0.29,25,0.0392,24,19,8,16,174826,31469,143357,1427415,143,0,3.38,165688,680837,264458,701511,43,1216,2340,0,0,0,2812103,606189,5,36,7,0,4,31,6,34,2,42
4.0,'Eua,ssp245 (medium confidence),50,2060,0.29,50,0.0198,27,21,10,17,226753,47137,179616,1565092,143,0,3.54,182211,711209,275656,701511,43,1532,2730,0,0,0,2980542,686152,8,0,6,36,4,5,3,60,6,42
4.0,'Eua,ssp245 (medium confidence),50,2060,0.29,100,0.01,27,23,10,17,283311,64754,218557,1565092,143,0,3.61,197169,725102,285838,701511,43,1947,3120,0,0,0,2994825,768265,6,0,8,36,3,5,2,28,8,74
4.0,'Eua,ssp245 (medium confidence),50,2060,0.29,250,0.004,32,27,12,20,349539,87249,262290,1704258,143,0,3.68,214538,731268,297595,701511,43,2255,3120,0,0,0,3140157,863927,7,0,6,36,7,0,3,31,9,76
4.0,'Eua,ssp245 (medium confidence),50,2070,0.372,1,0.6321,1,0,0,1,0,0,0,184947,25,0,0.06,2056,18740,27702,147924,4,0,0,0,0,0,351611,29757,1,4,0,21,0,0,0,0,0,0
4.0,'Eua,ssp245 (medium confidence),50,2070,0.372,5,0.1813,19,13,7,12,88286,13041,75244,1286972,107,0,3.15,122714,641723,234732,701511,43,432,1560,0,0,0,2631767,446163,7,0,3,31,7,34,1,4,1,38
4.0,'Eua,ssp245 (medium confidence),50,2070,0.372,10,0.0952,21,16,7,14,133902,22601,111301,1321304,143,0,3.28,147895,665744,252666,701511,43,969,1950,0,0,0,2690509,535432,8,36,4,5,1,28,7,35,1,39
4.0,'Eua,ssp245 (medium confidence),50,2070,0.372,25,0.0392,26,20,9,17,198287,38329,159957,1488912,143,0,3.49,173706,698906,269813,701511,43,1342,2730,0,0,0,2892059,643148,7,36,7,0,3,31,7,34,2,42
4.0,'Eua,ssp245 (medium confidence),50,2070,0.372,50,0.0198,27,21,10,17,252233,54801,197432,1565092,143,0,3.56,189943,717161,280092,701511,43,1750,2730,0,0,0,2986494,724017,7,0,7,36,4,5,2,35,7,67
4.0,'Eua,ssp245 (medium confidence),50,2070,0.372,100,0.01,29,25,10,19,310887,73534,237353,1571890,143,0,3.66,204626,730468,290791,701511,43,2088,3120,0,0,0,3006989,808392,7,0,6,36,5,0,3,33,8,74
4.0,'Eua,ssp245 (medium confidence),50,2070,0.372,250,0.004,34,27,13,21,383407,100705,282702,1797984,143,0,3.72,221325,739600,304299,701511,43,2416,3120,0,0,0,3242216,911448,8,0,7,36,6,0,4,5,9,102
4.0,'Eua,ssp245 (medium confidence),50,2080,0.458,1,0.6321,1,0,0,1,0,0,0,184947,38,0,0.09,2443,20454,32776,227447,10,0,0,0,0,0,432848,35219,1,13,0,25,0,0,0,0,0,0
4.0,'Eua,ssp245 (medium confidence),50,2080,0.458,5,0.1813,20,13,7,13,103711,16371,87340,1310468,143,0,3.19,132408,649265,241433,701511,43,640,1560,0,0,0,2662804,478193,7,36,4,5,3,60,5,4,1,38
4.0,'Eua,ssp245 (medium confidence),50,2080,0.458,10,0.0952,21,19,7,14,152376,26337,126039,1321304,143,0,3.34,156495,674086,258202,701511,43,1104,2340,0,0,0,2699241,568178,5,36,6,0,2,33,7,35,1,39
4.0,'Eua,ssp245 (medium confidence),50,2080,0.458,25,0.0392,27,21,10,17,224121,46118,178003,1565092,143,0,3.54,182048,711209,274983,701511,43,1540,2730,0,0,0,2980542,682692,8,0,6,36,4,5,4,60,5,42
4.0,'Eua,ssp245 (medium confidence),50,2080,0.458,50,0.0198,27,23,10,17,279878,63134,216745,1565092,143,0,3.61,197895,725102,284923,701511,43,1950,3120,0,0,0,2994825,764646,6,0,7,36,4,5,2,28,8,74
4.0,'Eua,ssp245 (medium confidence),50,2080,0.458,100,0.01,33,27,12,21,342337,84700,257637,1764238,143,0,3.68,212083,731268,296704,701511,43,2224,3120,0,0,0,3200138,853349,8,0,6,36,7,0,3,33,9,74
4.0,'Eua,ssp245 (medium confidence),50,2080,0.458,250,0.004,36,27,14,22,418609,115219,303390,1808464,143,0,3.74,228232,742976,310772,701511,43,2584,3120,0,0,0,3256071,960197,9,0,7,0,7,36,4,5,9,102
4.0,'Eua,ssp245 (medium confidence),50,2090,0.538,1,0.6321,1,1,0,1,184,0,184,184947,38,0,0.14,2877,28191,37804,299872,14,0,0,0,0,0,513010,40865,1,13,0,25,0,0,0,0,0,0
4.0,'Eua,ssp245 (medium confidence),50,2090,0.538,5,0.1813,21,16,7,14,119711,19650,100061,1321304,143,0,3.25,140929,656817,247564,701511,43,837,1560,0,0,0,2681192,509040,8,36,4,5,2,35,6,28,1,39
4.0,'Eua,ssp245 (medium confidence),50,2090,0.538,10,0.0952,25,19,8,17,170413,30318,140094,1449544,143,0,3.42,164380,685013,263016,701511,43,1209,2340,0,0,0,2838407,599017,6,36,8,0,3,31,7,34,1,42
4.0,'Eua,ssp245 (medium confidence),50,2090,0.538,25,0.0392,27,21,10,17,248874,53589,195285,1565092,143,0,3.57,189631,720136,279389,701511,43,1749,3120,0,0,0,2989859,719643,7,0,7,36,4,5,2,35,7,67
4.0,'Eua,ssp245 (medium confidence),50,2090,0.538,50,0.0198,29,26,10,19,306642,71505,235137,1571890,143,0,3.66,205136,730468,289697,701511,43,2099,3120,0,0,0,3006989,803574,8,0,5,36,6,0,2,33,8,74
4.0,'Eua,ssp245 (medium confidence),50,2090,0.538,100,0.01,34,27,13,21,374031,96968,277063,1797984,143,0,3.72,218760,739600,302906,701511,43,2366,3120,0,0,0,3242216,898063,8,0,7,36,7,0,3,31,9,76
4.0,'Eua,ssp245 (medium confidence),50,2090,0.538,250,0.004,38,29,14,24,452113,128908,323206,1829165,143,0,3.76,234508,747142,316064,701511,43,2729,3120,0,0,0,3280938,1005414,11,0,6,0,8,36,4,5,9,102
4.0,'Eua,ssp245 (medium confidence),50,2100,0.626,1,0.6321,1,1,0,1,677,0,677,184947,39,0,0.17,3485,31762,44426,299872,14,0,0,0,0,0,516581,48589,1,14,0,25,0,0,0,0,0,0
4.0,'Eua,ssp245 (medium confidence),50,2100,0.626,5,0.1813,21,19,7,14,137963,23341,114622,1321304,143,0,3.3,149921,666544,253847,701511,43,1018,1950,0,0,0,2691309,542749,7,36,5,0,1,33,7,35,1,39
